Generation,Population Size,Crossover Used,Best Fitness,Mean Fitness
0,1280,uniform_crossover,26.0,15.10703125
1,1280,uniform_crossover,26.0,16.4625
2,1280,uniform_crossover,27.0,17.5484375
3,1280,uniform_crossover,27.0,18.42109375
4,1280,uniform_crossover,28.0,19.16171875
5,1280,uniform_crossover,28.0,19.79453125
6,1280,uniform_crossover,29.0,20.31875
7,1280,uniform_crossover,29.0,20.77890625
8,1280,uniform_crossover,30.0,21.21015625
9,1280,uniform_crossover,30.0,21.59453125
10,1280,uniform_crossover,30.0,21.9390625
11,1280,uniform_crossover,30.0,22.26015625
12,1280,uniform_crossover,30.0,22.5796875
13,1280,uniform_crossover,30.0,22.8421875
14,1280,uniform_crossover,31.0,23.1109375
15,1280,uniform_crossover,31.0,23.34375
16,1280,uniform_crossover,31.0,23.61484375
17,1280,uniform_crossover,33.0,23.86796875
18,1280,uniform_crossover,33.0,24.05078125
19,1280,uniform_crossover,33.0,24.22578125
20,1280,uniform_crossover,33.0,24.403125
21,1280,uniform_crossover,33.0,24.52421875
22,1280,uniform_crossover,33.0,24.71015625
23,1280,uniform_crossover,33.0,24.86484375
24,1280,uniform_crossover,33.0,25.05625
25,1280,uniform_crossover,33.0,25.20703125
26,1280,uniform_crossover,33.0,25.33203125
27,1280,uniform_crossover,33.0,25.475
28,1280,uniform_crossover,33.0,25.63359375
29,1280,uniform_crossover,33.0,25.7578125
30,1280,uniform_crossover,34.0,25.8765625
31,1280,uniform_crossover,34.0,26.00390625
32,1280,uniform_crossover,34.0,26.084375
33,1280,uniform_crossover,34.0,26.18984375
34,1280,uniform_crossover,34.0,26.26640625
35,1280,uniform_crossover,34.0,26.365625
36,1280,uniform_crossover,34.0,26.47890625
37,1280,uniform_crossover,34.0,26.56015625
38,1280,uniform_crossover,34.0,26.64921875
39,1280,uniform_crossover,34.0,26.7609375
40,1280,uniform_crossover,34.0,26.86484375
41,1280,uniform_crossover,34.0,26.94375
42,1280,uniform_crossover,34.0,27.01796875
43,1280,uniform_crossover,34.0,27.1
44,1280,uniform_crossover,34.0,27.16796875
45,1280,uniform_crossover,34.0,27.24296875
46,1280,uniform_crossover,34.0,27.33046875
47,1280,uniform_crossover,34.0,27.40859375
48,1280,uniform_crossover,34.0,27.45859375
49,1280,uniform_crossover,34.0,27.52109375
