Generation,Population Size,Crossover Used,Best Fitness,Mean Fitness
0,1280,uniform_crossover,25.0,15.453125
1,1280,uniform_crossover,25.0,16.74375
2,1280,uniform_crossover,28.0,17.79140625
3,1280,uniform_crossover,29.0,18.58203125
4,1280,uniform_crossover,29.0,19.25234375
5,1280,uniform_crossover,31.0,19.90625
6,1280,uniform_crossover,31.0,20.4046875
7,1280,uniform_crossover,31.0,20.87734375
8,1280,uniform_crossover,31.0,21.34609375
9,1280,uniform_crossover,31.0,21.7265625
10,1280,uniform_crossover,31.0,22.1046875
11,1280,uniform_crossover,31.0,22.38828125
12,1280,uniform_crossover,31.0,22.68046875
13,1280,uniform_crossover,31.0,22.9859375
14,1280,uniform_crossover,31.0,23.23125
15,1280,uniform_crossover,31.0,23.4953125
16,1280,uniform_crossover,31.0,23.70546875
17,1280,uniform_crossover,31.0,23.928125
18,1280,uniform_crossover,31.0,24.1171875
19,1280,uniform_crossover,31.0,24.29375
20,1280,uniform_crossover,31.0,24.47421875
21,1280,uniform_crossover,31.0,24.69609375
22,1280,uniform_crossover,32.0,24.84765625
23,1280,uniform_crossover,32.0,25.0328125
24,1280,uniform_crossover,32.0,25.171875
25,1280,uniform_crossover,32.0,25.29765625
26,1280,uniform_crossover,32.0,25.44765625
27,1280,uniform_crossover,32.0,25.5875
28,1280,uniform_crossover,32.0,25.7375
29,1280,uniform_crossover,32.0,25.853125
30,1280,uniform_crossover,32.0,25.98984375
31,1280,uniform_crossover,32.0,26.11796875
32,1280,uniform_crossover,32.0,26.23984375
33,1280,uniform_crossover,32.0,26.3625
34,1280,uniform_crossover,32.0,26.48359375
35,1280,uniform_crossover,33.0,26.58984375
36,1280,uniform_crossover,33.0,26.71171875
37,1280,uniform_crossover,33.0,26.821875
38,1280,uniform_crossover,33.0,26.9203125
39,1280,uniform_crossover,33.0,27.04140625
40,1280,uniform_crossover,33.0,27.1671875
41,1280,uniform_crossover,33.0,27.28671875
42,1280,uniform_crossover,33.0,27.3953125
43,1280,uniform_crossover,33.0,27.4921875
44,1280,uniform_crossover,33.0,27.58984375
45,1280,uniform_crossover,33.0,27.67421875
46,1280,uniform_crossover,33.0,27.7640625
47,1280,uniform_crossover,33.0,27.8546875
48,1280,uniform_crossover,33.0,27.94140625
49,1280,uniform_crossover,33.0,28.0203125
