Generation,Population Size,Crossover Used,Best Fitness,Mean Fitness
0,1280,two_point_crossover,27.0,15.30703125
1,1280,two_point_crossover,28.0,16.753125
2,1280,two_point_crossover,28.0,17.8515625
3,1280,two_point_crossover,28.0,18.7453125
4,1280,two_point_crossover,28.0,19.475
5,1280,two_point_crossover,29.0,20.1359375
6,1280,two_point_crossover,29.0,20.7109375
7,1280,two_point_crossover,29.0,21.24765625
8,1280,two_point_crossover,29.0,21.69140625
9,1280,two_point_crossover,29.0,22.12890625
10,1280,two_point_crossover,30.0,22.528125
11,1280,two_point_crossover,30.0,22.9234375
12,1280,two_point_crossover,30.0,23.26171875
13,1280,two_point_crossover,32.0,23.590625
14,1280,two_point_crossover,32.0,23.85703125
15,1280,two_point_crossover,32.0,24.1671875
16,1280,two_point_crossover,32.0,24.40390625
17,1280,two_point_crossover,32.0,24.671875
18,1280,two_point_crossover,32.0,24.90859375
19,1280,two_point_crossover,32.0,25.14375
20,1280,two_point_crossover,32.0,25.41484375
21,1280,two_point_crossover,32.0,25.6234375
22,1280,two_point_crossover,32.0,25.8265625
23,1280,two_point_crossover,32.0,26.028125
24,1280,two_point_crossover,32.0,26.22890625
25,1280,two_point_crossover,32.0,26.3765625
26,1280,two_point_crossover,32.0,26.5390625
27,1280,two_point_crossover,32.0,26.7328125
28,1280,two_point_crossover,32.0,26.90546875
29,1280,two_point_crossover,32.0,27.0703125
30,1280,two_point_crossover,33.0,27.240625
31,1280,two_point_crossover,33.0,27.41953125
32,1280,two_point_crossover,33.0,27.55625
33,1280,two_point_crossover,33.0,27.70078125
34,1280,two_point_crossover,33.0,27.83203125
35,1280,two_point_crossover,33.0,27.9734375
36,1280,two_point_crossover,33.0,28.0796875
37,1280,two_point_crossover,33.0,28.21015625
38,1280,two_point_crossover,33.0,28.365625
39,1280,two_point_crossover,33.0,28.50859375
40,1280,two_point_crossover,33.0,28.6421875
41,1280,two_point_crossover,33.0,28.7578125
42,1280,two_point_crossover,33.0,28.88046875
43,1280,two_point_crossover,33.0,28.9921875
44,1280,two_point_crossover,33.0,29.10703125
45,1280,two_point_crossover,33.0,29.20859375
46,1280,two_point_crossover,33.0,29.33125
47,1280,two_point_crossover,33.0,29.428125
48,1280,two_point_crossover,34.0,29.55390625
49,1280,two_point_crossover,34.0,29.653125
