Generation,Population Size,Crossover Used,Best Fitness,Mean Fitness
0,170,uniform_crossover,20.0,9.41764705882353
1,170,uniform_crossover,20.0,10.720588235294118
2,170,uniform_crossover,20.0,11.782352941176471
3,170,uniform_crossover,20.5,12.56764705882353
4,170,uniform_crossover,21.5,13.344117647058823
5,170,uniform_crossover,21.5,13.985294117647058
6,170,uniform_crossover,21.5,14.485294117647058
7,170,uniform_crossover,21.5,15.058823529411764
8,170,uniform_crossover,21.5,15.544117647058824
9,170,uniform_crossover,23.0,16.097058823529412
10,170,uniform_crossover,24.5,16.591176470588234
11,170,uniform_crossover,24.5,17.05294117647059
12,170,uniform_crossover,25.5,17.388235294117646
13,170,uniform_crossover,25.5,18.0
14,170,uniform_crossover,25.5,18.32941176470588
15,170,uniform_crossover,25.5,18.86764705882353
16,170,uniform_crossover,29.0,19.33823529411765
17,170,uniform_crossover,29.0,19.91764705882353
18,170,uniform_crossover,32.0,20.573529411764707
19,170,uniform_crossover,32.0,21.055882352941175
20,170,uniform_crossover,32.0,21.5
21,170,uniform_crossover,32.0,22.05294117647059
22,170,uniform_crossover,32.0,22.644117647058824
23,170,uniform_crossover,32.0,23.24411764705882
24,170,uniform_crossover,32.0,23.758823529411764
25,170,uniform_crossover,32.0,24.208823529411763
26,170,uniform_crossover,33.5,24.676470588235293
27,170,uniform_crossover,33.5,25.185294117647057
28,170,uniform_crossover,33.5,25.773529411764706
29,170,uniform_crossover,33.5,26.235294117647058
30,170,uniform_crossover,33.5,26.814705882352943
31,170,uniform_crossover,33.5,27.3
32,170,uniform_crossover,34.5,27.985294117647058
33,170,uniform_crossover,34.5,28.441176470588236
34,170,uniform_crossover,34.5,29.026470588235295
35,170,uniform_crossover,36.5,29.511764705882353
36,170,uniform_crossover,37.5,30.2
37,170,uniform_crossover,37.5,30.626470588235293
38,170,uniform_crossover,37.5,31.05294117647059
39,170,uniform_crossover,37.5,31.514705882352942
40,170,uniform_crossover,37.5,31.891176470588235
41,170,uniform_crossover,40.0,32.2
