Generation,Population Size,Crossover Used,Best Fitness,Mean Fitness
0,170,uniform_crossover,19.5,9.091176470588236
1,170,uniform_crossover,20.0,10.626470588235295
2,170,uniform_crossover,20.0,11.352941176470589
3,170,uniform_crossover,20.0,12.626470588235295
4,170,uniform_crossover,20.0,13.49705882352941
5,170,uniform_crossover,21.0,14.132352941176471
6,170,uniform_crossover,21.0,14.705882352941176
7,170,uniform_crossover,26.5,15.294117647058824
8,170,uniform_crossover,26.5,15.897058823529411
9,170,uniform_crossover,26.5,16.473529411764705
10,170,uniform_crossover,26.5,16.985294117647058
11,170,uniform_crossover,26.5,17.508823529411764
12,170,uniform_crossover,26.5,18.058823529411764
13,170,uniform_crossover,26.5,18.58823529411765
14,170,uniform_crossover,26.5,19.00588235294118
15,170,uniform_crossover,30.0,19.626470588235293
16,170,uniform_crossover,30.0,20.229411764705883
17,170,uniform_crossover,30.5,20.811764705882354
18,170,uniform_crossover,30.5,21.276470588235295
19,170,uniform_crossover,30.5,21.75294117647059
20,170,uniform_crossover,34.0,22.423529411764704
21,170,uniform_crossover,34.0,23.18235294117647
22,170,uniform_crossover,34.0,23.823529411764707
23,170,uniform_crossover,34.0,24.791176470588237
24,170,uniform_crossover,34.0,25.33529411764706
25,170,uniform_crossover,34.0,26.026470588235295
26,170,uniform_crossover,37.5,26.708823529411763
27,170,uniform_crossover,37.5,27.38529411764706
28,170,uniform_crossover,37.5,28.241176470588236
29,170,uniform_crossover,37.5,29.00588235294118
30,170,uniform_crossover,40.0,29.33529411764706
