Generation,Population Size,Crossover Used,Best Fitness,Mean Fitness
0,170,uniform_crossover,19.5,9.352941176470589
1,170,uniform_crossover,19.5,10.444117647058823
2,170,uniform_crossover,28.0,11.602941176470589
3,170,uniform_crossover,28.0,12.614705882352942
4,170,uniform_crossover,28.0,13.288235294117648
5,170,uniform_crossover,28.0,13.902941176470588
6,170,uniform_crossover,28.0,14.526470588235295
7,170,uniform_crossover,28.0,15.141176470588235
8,170,uniform_crossover,28.0,15.838235294117647
9,170,uniform_crossover,28.0,16.470588235294116
10,170,uniform_crossover,28.0,17.13235294117647
11,170,uniform_crossover,28.0,17.735294117647058
12,170,uniform_crossover,28.0,18.191176470588236
13,170,uniform_crossover,28.5,18.85
14,170,uniform_crossover,28.5,19.470588235294116
15,170,uniform_crossover,28.5,19.979411764705883
16,170,uniform_crossover,28.5,20.629411764705882
17,170,uniform_crossover,28.5,21.152941176470588
18,170,uniform_crossover,31.5,21.71470588235294
19,170,uniform_crossover,31.5,22.36470588235294
20,170,uniform_crossover,31.5,22.91764705882353
21,170,uniform_crossover,31.5,23.341176470588234
22,170,uniform_crossover,34.0,23.86764705882353
23,170,uniform_crossover,34.0,24.320588235294117
24,170,uniform_crossover,34.0,24.791176470588237
25,170,uniform_crossover,34.0,25.270588235294117
26,170,uniform_crossover,34.0,25.735294117647058
27,170,uniform_crossover,34.0,26.188235294117646
28,170,uniform_crossover,34.5,26.876470588235293
29,170,uniform_crossover,34.5,27.291176470588237
30,170,uniform_crossover,34.5,27.83235294117647
31,170,uniform_crossover,34.5,28.33235294117647
32,170,uniform_crossover,34.5,28.91764705882353
33,170,uniform_crossover,37.5,29.36470588235294
34,170,uniform_crossover,37.5,29.788235294117648
35,170,uniform_crossover,37.5,30.273529411764706
36,170,uniform_crossover,37.5,30.529411764705884
37,170,uniform_crossover,37.5,31.08823529411765
38,170,uniform_crossover,37.5,31.5
39,170,uniform_crossover,37.5,31.91470588235294
40,170,uniform_crossover,37.5,32.205882352941174
41,170,uniform_crossover,37.5,32.60294117647059
42,170,uniform_crossover,37.5,32.90588235294118
43,170,uniform_crossover,37.5,33.25588235294118
44,170,uniform_crossover,37.5,33.60294117647059
45,170,uniform_crossover,40.0,34.023529411764706
