Generation,Population Size,Crossover Used,Best Fitness,Mean Fitness,CPU Time,Fitness Function Evaluations
0,20,uniform_crossover,26.0,22.15
1,20,uniform_crossover,30.0,23.85
2,20,uniform_crossover,30.0,25.15
3,20,uniform_crossover,30.0,26.6
4,20,uniform_crossover,31.0,28.05
5,20,uniform_crossover,31.0,29.3
6,20,uniform_crossover,32.0,30.3
7,20,uniform_crossover,34.0,31.0
8,20,uniform_crossover,34.0,31.85
9,20,uniform_crossover,35.0,32.65
10,20,uniform_crossover,35.0,33.7
11,20,uniform_crossover,38.0,34.55
12,20,uniform_crossover,38.0,35.3
13,20,uniform_crossover,38.0,35.85
14,20,uniform_crossover,38.0,36.55
15,20,uniform_crossover,39.0,37.3
16,20,uniform_crossover,39.0,37.9
17,20,uniform_crossover,40.0,38.55
Final,,,,,0.0060 sec,729
